Name,redshift,radeg,decdeg,JAperMag3,JAperMag3Err
SDSSJ152132.89+003252.2  ,4.55 ,230.3870417,0.54785,18.276594,0.06182
SDSSJ140935.00+122657.3  ,4.551,212.3958333,12.4492583,19.454365,0.140832
SDSSJ161859.06+263000.3  ,4.554,244.7460833,26.5000917,18.959686,0.081881
SDSSJ142046.88+100206.3  ,4.556,215.195375,10.0351083,18.90213,0.065317
SDSSJ135547.72+181957.7  ,4.56 ,208.948875,18.3327139,18.594425,0.086016
SDSSJ141914.19-015012.6  ,4.56 ,214.809125,-1.8368417,17.47108,0.020462
SDSSJ163411.81+215325.0  ,4.56 ,248.54925,21.8903,17.728241,0.03521
SDSSJ134910.08+212208.6  ,4.562,207.2920417,21.3690806,18.475447,0.082089
SDSSJ165248.64+174345.7  ,4.57 ,253.2026667,17.7293694,18.620525,0.096893
SDSSJ145448.07+220924.6  ,4.574,223.7003333,22.1568361,19.328568,0.188179
AGESJ143105.50+342717.8  ,4.576,217.7729583,34.4549639,19.22115,0.160929
SDSSJ134056.53+111044.9  ,4.579,205.2355833,11.1791583,18.964167,0.105213
SDSSJ133156.30+073240.8  ,4.58 ,202.984625,7.544675,18.991932,0.102392
SDSSJ153010.81+202027.4  ,4.585,232.5450833,20.3409528,19.185602,0.157212
SDSSJ155426.15+193703.0  ,4.612,238.609,19.6175111,16.776176,0.020392
SDSSJ151320.89+105807.3  ,4.617,228.3370833,10.9687056,18.244364,0.04069
SDSSJ151601.00+134545.0  ,4.62 ,229.0042083,13.7625222,18.690912,0.120539
SDSSJ153259.96-003944.1  ,4.62 ,233.2498333,-0.66225,18.239914,0.090916
SDSSJ143352.21+022713.9  ,4.623,218.4675417,2.4538806,17.294855,0.010826
SDSSJ143658.89+223737.2  ,4.631,219.245375,22.627025,19.675726,0.213579
SDSSJ150619.21+045553.9  ,4.644,226.5800417,4.9316389,19.4802,0.167713
SDSSJ134134.20+014157.6  ,4.65 ,205.3925,1.6993556,17.679926,0.03208
SDSSJ151155.98+040802.9  ,4.65 ,227.98325,4.1341667,18.854866,0.12834
SDSSJ152638.12+061402.5  ,4.653,231.6588333,6.2340333,18.7983,0.079754
SDSSJ134453.51+294519.6  ,4.66 ,206.2229583,29.7554556,17.879366,0.036012
SDSSJ144827.81+281059.5  ,4.66 ,222.1159167,28.1832056,17.507778,0.043661
SDSSJ133211.90+031556.3  ,4.665,203.0495833,3.2656417,18.418339,0.05627
SDSSJ155243.04+255229.2  ,4.667,238.1793333,25.8747861,18.383198,0.044752
SDSSJ145118.77-010446.2  ,4.672,222.8282083,-1.0795,19.310438,0.050213
SDSSJ155103.40+165324.5  ,4.676,237.7642083,16.8901556,19.56226,0.201609
SDSSJ170424.77+252236.6  ,4.685,256.10325,25.3768472,,
SDSSJ155726.74+242116.1  ,4.69 ,239.3614583,24.3544889,19.436697,0.171367
SDSSJ132853.66-022441.6  ,4.695,202.2235833,-2.411575,18.757666,0.087184
SDSSJ165436.85+222733.8  ,4.696,253.6535417,22.4593889,17.458858,0.031912
SDSSJ134546.96-015940.3  ,4.7  ,206.4457083,-1.99455,18.690538,0.080478
SDSSJ143003.95+144354.8  ,4.7  ,217.5165,14.7319,18.8073,0.112274
SDSSJ153715.42+072128.7  ,4.705,234.3142917,7.357975,18.159489,0.054239
SDSSJ153024.82+241913.0  ,4.708,232.6034167,24.3202833,18.799099,0.139435
SDSSJ134831.67+172138.9  ,4.71 ,207.1319583,17.3608167,18.82572,0.104836
SDSSJ154814.20+202908.6  ,4.716,237.0592083,20.4857222,18.088612,0.067432
SDSSJ135249.82-031354.2  ,4.72 ,208.2075833,-3.2317389,,
SDSSJ135135.70+284014.8  ,4.723,207.8987917,28.6707778,19.133368,0.159407
SDSSJ133125.56+025535.5  ,4.728,202.8565417,2.9265417,-999999500.0,-999999500.0
SDSSJ160329.14+090218.3  ,4.73 ,240.8714167,9.0384194,19.246117,0.170411
SDSSJ142535.97-023934.4  ,4.75 ,216.3999167,-2.6595611,18.199518,0.020222
SDSSJ152244.34-003412.9  ,4.75 ,230.6847917,-0.5702639,19.084131,0.139619
SDSSJ154424.26+140922.5  ,4.75 ,236.1010833,14.1562583,,
SDSSJ160734.22+160417.4  ,4.76 ,241.892625,16.0715111,18.164696,0.057334
SWJ163810.39+150058.26   ,4.76 ,249.5432917,15.0161833,17.346588,0.030868
SDSSJ161931.58+123844.4  ,4.77 ,244.881625,12.6456944,19.1958,0.16287
SDSSJ172326.68+262055.7  ,4.771,260.8612083,26.3488278,18.735767,0.097948
SDSSJ144029.45+190800.6  ,4.774,220.1227083,19.1335167,18.912424,0.130908
SDSSJ143629.94+063507.9  ,4.779,219.12475,6.5855361,,
SDSSJ144413.26+004836.7  ,4.78 ,221.0552917,0.8102694,20.049707,0.089523
SDSSJ132536.24+232823.8  ,4.79 ,201.4010417,23.4732833,19.14635,0.102966
SDSSJ141741.56+253702.0  ,4.791,214.4231667,25.6172278,19.219814,0.150874
SDSSJ152404.23+134417.5  ,4.792,231.017625,13.7382056,18.779768,0.136925
SDSSJ153229.11+160949.7  ,4.795,233.1212917,16.163825,,
AGESJ143540.96+350325.6  ,4.8  ,218.9206667,35.0571111,,
SDSSJ142634.33+204336.3  ,4.82 ,216.6430417,20.7267722,17.707623,0.043361
SDSSJ155700.16+101841.7  ,4.829,239.2507083,10.3116028,18.403467,0.06963
SDSSJ141551.58+120445.0  ,4.83 ,213.9649167,12.0791694,-999999500.0,-999999500.0
SDSSJ165913.23+210115.8  ,4.83 ,254.805125,21.0210667,18.938793,0.118459
SDSSJ143250.16+001756.3  ,4.838,218.209,0.2989917,20.134235,0.091459
BTC40J1429+0119          ,4.84 ,217.3604167,1.3316667,18.88317,0.043078
SDSSJ155422.97+303214.4  ,4.84 ,238.5957083,30.5373333,18.227652,0.069141
SWJ162838.83+063859.14   ,4.85 ,247.1617917,6.6497611,18.501799,0.056999
SDSSJ144853.29+190205.7  ,4.865,222.2220417,19.0349389,19.17218,0.185555
SDSSJ134408.61+152125.0  ,4.871,206.0359167,15.3569583,18.461964,0.057045
SDSSJ161622.10+050127.7  ,4.872,244.092125,5.024375,17.73945,0.044735
SDSSJ153627.09+143717.1  ,4.88 ,234.112875,14.6214306,18.987915,0.124484
SDSSJ133043.47+180401.1  ,4.888,202.6811667,18.0669889,,
SDSSJ144352.94+060533.1  ,4.889,220.970625,6.0925444,19.325914,0.159445
SDSSJ145212.86+023526.3  ,4.896,223.0535833,2.5906528,19.347157,0.06358
SDSSJ170254.22+243341.6  ,4.899,255.7259583,24.5615722,19.38196,0.192775
SDSSJ140404.65+031403.8  ,4.9  ,211.019375,3.2344028,18.28206,0.06317
SDSSJ140342.07+125252.5  ,4.913,210.9252917,12.8812722,17.945332,0.030874
SDSSJ160501.20-011220.6  ,4.922,241.2550417,-1.2057472,18.178259,0.053721
SDSSJ133843.66+203242.8  ,4.925,204.6819167,20.5452222,,
SDSSJ143253.52+024308.9  ,4.928,218.223,2.7191611,20.404343,0.167855
SWJ143704.81+070807.71   ,4.93 ,219.2700417,7.135475,18.449081,0.077645
SDSSJ142526.09+082718.4  ,4.938,216.35875,8.4551278,18.20822,0.053856
SDSSJ134819.87+181925.8  ,4.94 ,207.0828333,18.3238389,18.181593,0.058036
SWJ151901.27+042348.60   ,4.94 ,229.7552917,4.3968333,18.556776,0.08552
SDSSJ150655.23+023732.0  ,4.955,226.7301667,2.6255611,,
SDSSJ162629.19+285857.5  ,4.995,246.6216667,28.9826611,18.678822,0.076785
SDSSJ142325.92+130300.7  ,5.021,215.858,13.0501972,18.380306,0.058194
SDSSJ153459.75+132701.4  ,5.044,233.749,13.4503944,19.65527,0.214532
SDSSJ152404.10+081639.3  ,5.08 ,231.0170833,8.2775833,-999999500.0,-999999500.0
SDSSJ161447.03+205902.9  ,5.091,243.696,20.9841583,18.603355,0.083999
SWJ133257.45+220835.91   ,5.11 ,203.239375,22.1433083,18.084042,0.057045
SDSSJ133412.56+122020.7  ,5.12 ,203.5523333,12.3390861,18.298754,0.050626
SDSSJ162626.50+275132.4  ,5.16 ,246.6104167,27.8590278,17.315863,0.021041
SDSSJ143605.00+213239.2  ,5.22 ,219.0208333,21.5442361,18.536373,0.079465
SDSSJ143751.82+232313.3  ,5.305,219.4659583,23.3870417,18.350048,0.061426
SDSSJ165902.12+270935.1  ,5.312,254.7588333,27.159775,17.761042,0.041786
SDSSJ134040.24+281328.1  ,5.338,205.1676667,28.2244889,18.333023,0.049958
PSOJ245.0636-00.1978     ,5.68 ,245.0636667,-0.1978611,,
PSOJ235.9450+17.0079     ,5.82 ,235.9450833,17.0079056,19.097342,0.136566
PSOJ236.2912+16.6088     ,5.82 ,236.29125,16.6088639,19.535976,0.182729
SDSSJ140319.13+090250.9  ,5.86 ,210.8297083,9.0474722,19.172014,0.099771
PSOJ228.6871+21.2388     ,5.92 ,228.687125,21.2388278,,
SDSSJ141111.29+121737.4  ,5.93 ,212.7970417,12.2937222,19.204302,0.093036
PSOJ210.4472+27.8263     ,6.14 ,210.44725,27.8263972,19.407413,0.151996
PSOJ217.918507.4120     ,6.14 ,217.9185417,-7.412075,18.911152,0.073164
J132629.66-003832.6      ,L    ,201.6235833,-0.642388889,16.103,0.071
J133406.18+194036.4      ,L    ,203.52575,19.67677778,15.477,0.06
J134203.12+134022.4      ,L    ,205.513,13.67288889,16.756,0.144
J140231.60+014830.1      ,L    ,210.6316667,1.808361111,15.451,0.063
J140441.70+023547.5      ,L    ,211.17375,2.596527778,15.601,0.058
J140753.39+124111.0      ,L    ,211.9724583,12.68638889,15.378,0.055
J141011.08+132900.8      ,L    ,212.5461667,13.48355556,16.846,0.141
J141224.51+163310.5      ,L    ,213.102125,16.55291667,13.888,0.029
J142227.23+221558.3      ,L    ,215.6134583,22.26619444,17.064,0.181
J142438.96+091709.8      ,L    ,216.1623333,9.286055556,15.687,0.078
J143043.42+291542.1      ,L    ,217.6809167,29.26169444,14.273,0.028
J143055.92+001351.8      ,L    ,217.733,0.231055556,16.29,0.114
J143130.64+143653.0      ,L    ,217.8776667,14.61472222,15.151,0.041
J143517.22-004612.6      ,L    ,218.82175,-0.770166667,16.484,0.097
J143535.75-004347.4      ,L    ,218.8989583,-0.729833333,16.488,0.116
J143940.90+182637.7      ,L    ,219.9204167,18.44380556,16.22,0.104
J144001.75+002146.7      ,L    ,220.0072917,0.362972222,15.948,0.078
J144016.21+002639.5      ,L    ,220.0675417,0.444305556,16.069,0.114
J144600.73+002451.2      ,L    ,221.5030417,0.414222222,15.894,0.082
J152322.73+301454.3      ,L    ,230.8447083,30.24841667,16.056,0.099
J152613.85+204337.0      ,L    ,231.5577083,20.72694444,15.586,0.055
J163229.39+190439.9      ,L    ,248.1224583,19.07775,15.867,0.07
PSO_J244.1180+06.3598    ,L    ,244.118,6.3598,17.51,0.06
J135421.74+280041.2      ,M    ,208.5905833,28.01144444,13.778,0.024
J141107.82+275826.3      ,M    ,212.7825833,27.97397222,13.295,0.021
J141144.97+275808.2      ,M    ,212.937375,27.96894444,14.412,0.032
J141311.37+280226.4      ,M    ,213.297375,28.04066667,13.289,0.024
J141403.20+275801.0      ,M    ,213.5133333,27.96694444,13.273,0.02
J145824.46+283953.3      ,M    ,224.6019167,28.66480556,13.083,0.015
J150618.61+275824.0      ,M    ,226.5775417,27.97333333,16.451,0.127
J151016.58-024107.6      ,M    ,227.5690833,-2.685444444,12.614,0.019
J151420.46+234104.1      ,M    ,228.58525,23.68447222,14.087,0.025
J151943.12+260936.2      ,M    ,229.9296667,26.16005556,15.428,0.058
J152047.56+300208.5      ,M    ,230.1981667,30.03569444,15.024,0.039
J153946.68+275951.0      ,M    ,234.9445,27.9975,16.521,0.143
J153946.73+280222.3      ,M    ,234.9447083,28.03952778,15.493,0.054
J154016.16+280010.2      ,M    ,235.0673333,28.00283333,12.849,0.019
J154019.25+280058.3      ,M    ,235.0802083,28.01619444,13.506,0.026
J154302.42+280139.5      ,M    ,235.7600833,28.02763889,14.7,0.038
J133553.41+113004.7      ,T    ,203.9725417,11.50130556,17.9,0.01
J134646.09-003151.4      ,T    ,206.6920417,-0.530944444,16.0,0.102
J140255.66+080053.9      ,T    ,210.7319167,8.014972222,16.839,0.178
J143553.29+112949.3      ,T    ,218.9720417,11.49702778,17.137,0.232
J151114.49+060740.9      ,T    ,227.810375,6.128027778,16.016,0.079
J151603.01+025927.6      ,T    ,229.0125417,2.991,17.23,0.203
J152103.14+013144.1      ,T    ,230.2630833,1.528916667,16.399,0.102
J153417.03+161547.0      ,T    ,233.5709583,16.26305556,16.753,0.133
J155301.94+153238.6      ,T    ,238.2580833,15.54405556,15.825,0.071
J161504.36+134004.2      ,T    ,243.7681667,13.66783333,16.35,0.092
J161705.75+180714.3      ,T    ,244.2739583,18.12063889,14.101,0.032
J162414.09+002916.0      ,T    ,246.0587083,0.487777778,15.494,0.054
J163022.92+081819.8      ,T    ,247.5955,8.3055,16.396,0.113
J174124.26+255319.5      ,T    ,265.3510833,25.88875,18.96,0.07
PSO_J202.1635-03.7660    ,T    ,202.1635,-3.766,16.94,0.03
PSO_J207.7496+29.4240    ,T    ,207.7496,29.424,17.18,0.02
PSO_J231.2588+08.5622    ,T    ,231.2588,8.5622,17.19,0.02
PSO_J242.9129+02.4856    ,T    ,242.9129,2.4856,17.11,0.13
PSO_J244.6801+08.7185    ,T    ,244.6801,8.7185,16.84,0.03
SDSSJ233610.47-005814.8  ,4.519,354.0436667,-0.9707972,18.39244,0.034142
SDSSJ223338.57-011137.5  ,4.529,338.41075,-1.1937611,,
SDSSJ223925.51+004337.7  ,4.53 ,339.8562917,0.7271389,,
SDSSJ234003.51+140257.2  ,4.54 ,355.0146667,14.0492389,-999999500.0,-999999500.0
SDSSJ222807.57+003526.3  ,4.55 ,337.0315833,0.5906417,18.331417,0.048321
SDSSJ235403.85+155630.4  ,4.588,358.5160417,15.9417972,19.040422,0.15388
SWJ221921.74+144126.31   ,4.59 ,334.8405833,14.6906417,18.646164,0.092339
SWJ221232.06+021200.09   ,4.61 ,333.1335833,2.200025,18.796333,0.090754
SDSSJ224453.06+134631.6  ,4.65 ,341.221125,13.7754583,18.848423,0.088068
SDSSJ211018.94+002208.8  ,4.66 ,317.5789167,0.3691111,,
SDSSJ215151.83-001711.1  ,4.66 ,327.9659583,-0.2864167,19.3017,0.138965
SDSSJ211225.39-000141.3  ,4.67 ,318.1057917,-0.0281389,19.967173,0.201994
SDSSJ221705.71-001307.6  ,4.672,334.2737917,-0.2187889,19.315268,0.083218
SDSSJ222050.81+001959.1  ,4.68 ,335.2117083,0.3331,19.049679,0.070582
SDSSJ231701.01+003205.6  ,4.68 ,349.2542083,0.5349028,20.477987,0.276157
SDSSJ235152.80+160048.9  ,4.69 ,357.9700417,16.0135861,18.740732,0.105501
SDSSJ223653.26+002603.0  ,4.7  ,339.2219167,0.4341667,,
SWJ215904.97+050745.76   ,4.71 ,329.7707083,5.1293778,19.178205,0.163738
SDSSJ221851.72-010259.1  ,4.71 ,334.7155417,-1.0497611,19.779083,0.124831
SDSSJ234730.56+002306.3  ,4.71 ,356.8773333,0.3850833,-999999500.0,-999999500.0
SDSSJ233255.72+141916.4  ,4.72 ,353.2322083,14.321225,19.083645,0.174558
SDSSJ215055.14-010439.8  ,4.73 ,327.72975,-1.0777222,,
SDSSJ230916.77+001002.5  ,4.733,347.319875,0.1673833,,
SDSSJ215445.28+000421.7  ,4.74 ,328.6886667,0.0726944,,
SDSSJ234206.94+003614.1  ,4.74 ,355.5289167,0.6039167,,
SDSSJ211435.27+001733.4  ,4.75 ,318.6469583,0.2926111,19.956348,0.198683
SDSSJ230413.47-011149.2  ,4.75 ,346.056125,-1.197,-999999500.0,-999999500.0
SDSSJ232741.35-002803.9  ,4.75 ,351.9222917,-0.46775,,
SDSSJ220008.66+001744.9  ,4.77 ,330.036125,0.2958139,18.320187,0.052288
SDSSJ233428.47-005207.7  ,4.77 ,353.618625,-0.8688056,,
SDSSJ224206.52+002523.9  ,4.78 ,340.5271667,0.4233056,,
SWJ215216.10+104052.44   ,4.79 ,328.0670833,10.6812333,16.900599,0.020727
SWJ233048.79+292301.05   ,4.79 ,352.7032917,29.383625,18.7776,0.083532
SDSSJ232006.60-001822.3  ,4.8  ,350.0275,-0.3061944,,
SDSSJ225246.43+142525.8  ,4.805,343.1935,14.4238528,18.564222,0.077151
SDSSJ233223.57+010253.6  ,4.81 ,353.09825,1.0482278,19.606539,0.133371
SDSSJ231000.37-004327.0  ,4.83 ,347.5015417,-0.7241667,-999999500.0,-999999500.0
SDSSJ211547.22+003123.8  ,4.84 ,318.94675,0.5232778,19.560656,0.146831
SDSSJ214300.53-002024.6  ,4.84 ,325.7522083,-0.3401667,,
SWJ211105.62-015604.14   ,4.85 ,317.7734167,-1.9344833,17.0569,0.023039
SDSSJ222509.19-001406.8  ,4.85 ,336.2882917,-0.2352278,17.80499,0.034592
SDSSJ223859.79+005623.6  ,4.878,339.749125,0.9399111,,
SWJ225257.46+204625.22   ,4.91 ,343.2394167,20.7736722,18.217062,0.076749
SDSSJ234601.55-003855.2  ,4.93 ,356.5064583,-0.6486667,-999999500.0,-999999500.0
SDSSJ222216.02-000405.6  ,4.95 ,335.56675,-0.0682222,,
SDSSJ213008.94+002610.0  ,4.951,322.5372917,0.4361139,19.769804,0.195232
SDSSJ221251.50-004230.6  ,4.952,333.2145833,-0.708525,19.557423,0.158415
SDSSJ211158.01+005302.6  ,4.98 ,317.9917083,0.8840556,,
SDSSJ222629.28-010956.5  ,4.99 ,336.622,-1.1656944,,
SWJ234433.50+165316.48   ,5.0  ,356.1395833,16.8879111,17.604773,0.033085
SDSSJ221644.01+001348.1  ,5.01 ,334.1834167,0.2300333,19.410921,0.103128
SWJ220106.63+030207.71   ,5.06 ,330.277625,3.035475,18.019644,0.037049
SDSSJ231216.43+010051.6  ,5.068,348.0685,1.0143417,19.956501,0.183526
SWJ220226.77+150952.38   ,5.07 ,330.6115417,15.16455,17.614315,0.035439
SDSSJ223907.56+003022.6  ,5.09 ,339.7815,0.5062778,,
SDSSJ223327.64-010704.4  ,5.11 ,338.3651667,-1.1178889,,
SDSSJ233455.05-001022.1  ,5.11 ,353.729375,-0.1728056,20.003849,0.16214
SDSSJ223850.20-002701.8  ,5.17 ,339.7091667,-0.4505,,
WFSJ224524.2+002414      ,5.17 ,341.3511667,0.4040556,,
SDSSJ211928.32+102906.6  ,5.18 ,319.868,10.4851667,19.174145,0.166103
SDSSJ221141.01+001118.9  ,5.23 ,332.920875,0.1885833,,
SDSSJ211812.73-000350.7  ,5.46 ,319.5530417,-0.0640833,20.183794,0.161718
SDSSJ222018.50-010147.0  ,5.605,335.0770833,-1.0297472,19.413021,0.090245
SWJ232514.24+262847.61   ,5.77 ,351.3093333,26.4798917,17.960201,0.041644
SDSSJ214755.41+010755.3  ,5.81 ,326.980875,1.1320278,,
PSOJ357.8289+06.4019     ,5.81 ,357.829,6.4019222,,
SDSSJ211951.89-004020.1  ,5.87 ,319.9662083,-0.67225,,
SDSSJ230735.35+003149.4  ,5.87 ,346.8972917,0.5303889,-999999500.0,-999999500.0
IMSJ220417.92+011144.8   ,5.944,331.0746667,1.1957778,,
SDSSJ222843.54+011032.2  ,5.95 ,337.1814167,1.1756111,-999999500.0,-999999500.0
SDSSJ235651.58+002333.3  ,6.0  ,359.2149167,0.3925833,,
PSOJ333.9859+26.1081     ,6.03 ,333.9859583,26.1081694,19.523352,0.142315
SDSSJ231038.88+185519.7  ,6.04 ,347.662,18.9221389,17.94161,0.048748
HSCJ2216-0016            ,6.1  ,334.1852917,-0.2805833,,
SDSSJ231546.57-002358.1  ,6.117,348.9440417,-0.3994722,20.453417,0.205021
CFHQSJ222901+145709      ,6.15 ,337.256875,14.9525,,
HSCJ2232+0012            ,6.18 ,338.050125,0.2106667,,
PSOJ338.2298+29.5089     ,6.658,338.2297917,29.5089,19.430452,0.142635
PSO_J316.5156+04.1173    ,L    ,316.5156,4.1173,17.01,0.04
PSO_J334.8034+11.2278    ,L    ,334.8034,11.2278,16.58,0.02
PSO_J344.8146+20.1917    ,L    ,344.8146,20.1917,16.76,0.03
PSO_J353.6355+13.2209    ,L    ,353.6355,13.2209,16.6,0.01
PSO_J337.4314+16.4215    ,M    ,337.4314,16.4215,17.02,0.03
J212414.00+010002.6      ,T    ,321.0583333,1.000722222,16.031,0.074
J213927.09+022023.7      ,T    ,324.862875,2.339916667,15.264,0.049
J215751.38+265931.4      ,T    ,329.4640833,26.99205556,17.31,0.03
J221354.69+091139.4      ,T    ,333.477875,9.194277778,17.13,0.1
J223937.55+161716.2      ,T    ,339.9064583,16.28783333,16.18,0.07
J230600.99+130225.2      ,T    ,346.504125,13.04033333,17.57,0.02
J232035.36+144830.2      ,T    ,350.1473333,14.80838889,16.79,0.02
J232123.83+135453.5      ,T    ,350.3492917,13.91486111,16.72,0.03
J232802.12+134545.2      ,T    ,352.0088333,13.76255556,17.75,0.02
PSO_J334.1193+19.8800    ,T    ,334.1193,19.88,16.59,0.06
PSO_J359.8867-01.8651    ,T    ,359.8867,-1.8651,17.05,0.03
